datum,tekst
2027-10-10,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-11,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-12,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-13,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-14,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-15,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-16,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-17,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-18,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-19,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-20,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-21,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-22,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-23,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-24,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-25,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-26,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-27,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-28,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-29,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-10-30,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-10-31,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-01,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-02,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-03,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-04,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-05,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-06,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-07,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-08,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-09,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-10,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-11,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-12,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-13,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-14,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-15,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-16,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-17,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-18,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-19,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-20,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-21,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-22,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-23,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-24,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-25,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-26,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-27,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-28,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-11-29,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-11-30,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-01,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-02,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-03,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-04,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-05,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-06,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-07,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-08,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-09,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-10,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-11,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-12,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-13,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-14,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-15,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-16,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-17,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-18,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-19,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-20,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-21,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-22,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-23,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-24,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-25,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-26,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-27,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-28,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-29,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-12-30,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-12-31,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-01,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-02,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-03,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-04,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-05,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-06,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-07,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-08,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-09,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-10,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-11,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-12,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-13,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-14,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-15,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-16,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-17,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-18,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-19,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-20,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-21,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-22,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-23,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-24,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-25,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-26,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-27,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-28,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-29,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-01-30,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-01-31,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-02-01,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-02-02,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2028-02-03,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2028-02-04,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
